id_pedido,categoria_producto,region_cliente,metodo_pago,precio_unitario,cantidad,tiempo_envio_dias,satisfaccion_cliente
5016,Deportes,Sur,Débito,67.37,5,3.2,4.2
13420,Electrónica,Centro,Transferencia,23.74,3,4.3,4.0
13848,Electrónica,Centro,Débito,,4,2.2,5.4
12083,Hogar,Sur,,47.3,2,3.3,
3379,Electrónica,Centro,Transferencia,34.88,1,1.5,3.9
12116,Deportes,Norte,Transferencia,46.11,3,2.3,4.3
19927,Hogar,Sur,Débito,49.68,5,2.0,3.2
13330,Ropa,Sur,Débito,28.91,3,1.5,3.0
8102,Electrónica,Norte,Tarjeta,28.94,1,4.6,4.6
6425,Hogar,Centro,Débito,34.17,4,1.6,2.5
10128,Deportes,Centro,Tarjeta,31.95,4,2.9,4.6
1764,Electrónica,Sur,Débito,85.7,2,-0.4,4.0
9859,Electrónica,Sur,Débito,21.66,1,3.5,4.8
17037,Electrónica,Sur,Tarjeta,78.55,5,3.5,3.5
17633,Hogar,Centro,Tarjeta,36.61,3,2.3,3.3
14052,Hogar,Norte,Débito,27.49,3,1.5,4.8
16583,Ropa,Centro,,37.46,1,2.3,4.4
2190,Electrónica,Norte,Tarjeta,74.18,1,3.4,4.7
11323,Hogar,Sur,,40.31,4,1.2,3.5
10438,Electrónica,Norte,Tarjeta,52.28,1,2.8,4.4
17910,Hogar,Norte,Débito,51.79,2,4.9,4.2
16972,Ropa,Centro,Tarjeta,43.17,1,4.4,5.7
2346,Ropa,Sur,Transferencia,22.75,5,3.6,3.1
19754,Ropa,Centro,Transferencia,31.29,2,1.7,4.8
15640,Hogar,Norte,,20.58,5,5.6,4.9
60,Ropa,Sur,,,1,1.8,3.9
3330,Electrónica,Centro,Débito,59.91,3,3.1,4.6
9620,Hogar,Centro,Tarjeta,2.9,1,4.6,3.6
3977,Electrónica,Sur,Tarjeta,63.44,5,2.4,
7004,Electrónica,Sur,Transferencia,40.3,5,3.4,4.8
16333,Ropa,Centro,Tarjeta,73.95,4,3.2,2.4
10009,Electrónica,Centro,Tarjeta,35.23,1,2.6,4.0
10853,Deportes,Sur,,51.24,4,,4.5
3870,Ropa,Centro,Transferencia,53.42,1,4.5,3.3
11734,Electrónica,Sur,Débito,29.56,5,1.3,4.6
1818,Hogar,Norte,Transferencia,58.0,5,2.6,4.3
13190,Electrónica,Centro,Tarjeta,29.53,5,2.9,3.5
13374,Hogar,Sur,Transferencia,54.38,5,2.3,4.3
1802,Electrónica,Norte,Tarjeta,14.91,3,3.7,4.5
13694,Ropa,Sur,Débito,18.29,1,2.7,3.4
14103,Hogar,Sur,Transferencia,45.0,3,3.2,5.0
12869,Deportes,Norte,,34.26,4,3.6,3.9
9637,Electrónica,Centro,Transferencia,25.36,5,2.8,
13204,Ropa,Centro,Transferencia,70.54,1,1.6,4.2
18138,Deportes,Centro,,91.03,4,2.5,3.7
10242,Hogar,Centro,,10.19,5,1.5,4.7
12072,Hogar,Norte,Débito,70.94,3,3.9,3.8
6587,Ropa,Centro,Tarjeta,60.55,1,2.6,4.0
4938,Ropa,Sur,Débito,43.12,4,3.6,5.9
2601,Hogar,Sur,Transferencia,57.51,5,3.7,4.1
3355,Hogar,Norte,Tarjeta,57.3,5,3.0,
7161,Deportes,Norte,Débito,44.7,1,2.1,3.5
10965,Ropa,Sur,Transferencia,37.84,3,2.9,3.6
1041,Deportes,Sur,Tarjeta,44.95,4,5.9,4.5
17914,Electrónica,Centro,Débito,81.31,5,2.8,4.4
19783,Deportes,Centro,Débito,19.08,4,2.6,3.4
1542,Hogar,Sur,Transferencia,31.22,2,0.8,3.8
1315,Deportes,Centro,Tarjeta,68.65,1,4.2,4.4
5879,Ropa,Centro,Débito,57.5,3,0.9,3.6
756,Deportes,Norte,Transferencia,42.49,5,3.5,5.4
14291,Ropa,Sur,,38.42,3,4.7,3.9
12395,Hogar,Sur,Tarjeta,87.02,4,2.1,
2326,Deportes,Centro,Transferencia,47.85,4,4.2,3.2
1062,Ropa,Norte,Transferencia,72.58,5,2.8,4.9
12779,Hogar,Norte,Transferencia,50.61,1,3.4,
2318,Hogar,Norte,Débito,36.9,4,1.8,
6544,Ropa,Norte,Tarjeta,64.59,2,4.4,
991,Electrónica,Centro,Tarjeta,27.24,5,2.7,4.2
7012,Hogar,Centro,Débito,72.6,2,2.1,5.1
14396,Hogar,Norte,Débito,32.9,4,3.6,
1583,Deportes,Norte,Tarjeta,46.28,5,2.1,5.9
492,Hogar,Norte,Débito,55.27,1,1.4,6.0
4371,Hogar,Centro,,22.91,3,2.4,4.4
19680,Ropa,Centro,Transferencia,69.77,4,3.9,5.4
13985,Deportes,Norte,Transferencia,,1,1.1,3.3
6253,Electrónica,Centro,Tarjeta,37.78,1,3.1,3.0
7093,Electrónica,Norte,Tarjeta,71.99,3,3.1,
16155,Deportes,Centro,Débito,,2,3.6,4.6
16560,Ropa,Centro,Débito,,4,2.6,3.1
11157,Electrónica,Centro,Débito,26.58,1,2.4,5.5
7475,Deportes,Centro,Transferencia,28.25,5,4.4,4.5
11937,Hogar,Centro,Tarjeta,31.12,4,,2.1
14815,Ropa,Centro,Tarjeta,36.04,4,2.7,3.5
1733,Deportes,Centro,Tarjeta,59.53,3,4.2,5.6
11497,Electrónica,Centro,Transferencia,65.49,1,4.1,4.0
11674,Deportes,Norte,Transferencia,45.36,4,2.2,3.5
2957,Ropa,Centro,Débito,14.17,4,3.0,3.8
5070,Deportes,Norte,Transferencia,76.81,2,1.7,
2157,Hogar,Norte,Débito,58.24,1,5.1,2.8
12276,Deportes,Norte,Transferencia,50.61,1,1.6,5.0
4700,Hogar,Norte,Débito,16.93,5,4.8,3.6
3717,Deportes,Centro,Débito,42.7,5,4.6,3.7
18746,Hogar,Sur,Transferencia,52.54,1,0.6,4.0
19837,Ropa,Centro,Transferencia,19.32,1,1.8,5.4
5369,Hogar,Norte,Tarjeta,47.67,5,2.0,4.8
15306,Deportes,Sur,Tarjeta,41.81,2,2.8,4.9
10486,Electrónica,Centro,Débito,49.67,4,-0.1,4.2
16463,Electrónica,Norte,Débito,66.23,3,3.7,3.5
7789,Hogar,Norte,Débito,42.69,4,1.2,3.0
8378,Deportes,Sur,Tarjeta,78.3,5,,3.9
11838,Hogar,Norte,Débito,14.38,5,2.5,2.8
9585,Electrónica,Centro,,44.46,5,3.1,3.5
16367,Deportes,Sur,Transferencia,63.32,1,1.8,3.0
3025,Deportes,Norte,Transferencia,56.28,3,,5.0
9586,Ropa,Norte,Transferencia,56.52,5,4.0,5.4
3220,Hogar,Norte,Tarjeta,48.85,1,,3.3
1076,Deportes,Norte,Débito,80.69,3,3.1,4.7
11132,Hogar,Centro,Tarjeta,32.4,3,4.5,3.8
19136,Electrónica,Norte,Tarjeta,43.47,5,,4.7
1627,Electrónica,Norte,Tarjeta,,3,2.5,5.4
12363,Hogar,Centro,Débito,20.2,5,2.7,2.4
11338,Ropa,Centro,Transferencia,56.06,2,2.6,5.2
6292,Hogar,Norte,Transferencia,65.8,3,4.8,
5517,Hogar,Centro,Débito,,1,3.3,3.5
10639,Ropa,Centro,Transferencia,43.47,4,2.9,5.2
9449,Electrónica,Norte,Transferencia,15.99,3,0.7,3.9
5654,Electrónica,Norte,Débito,26.24,2,1.7,3.7
7892,Hogar,Sur,Tarjeta,57.32,4,5.9,5.3
3222,Ropa,Norte,,45.26,5,2.1,4.7
9039,Deportes,Centro,Tarjeta,68.95,1,2.5,5.1
9804,Hogar,Norte,Débito,41.32,4,2.4,4.8
18917,Deportes,Norte,Tarjeta,13.78,1,2.8,4.4
716,Electrónica,Centro,Tarjeta,28.42,5,1.8,4.2
10852,Deportes,Norte,Transferencia,73.96,2,5.0,2.6
11558,Ropa,Sur,Transferencia,57.36,3,2.5,3.6
16776,Hogar,Sur,Transferencia,50.13,1,3.1,3.6
2831,Deportes,Norte,Tarjeta,44.87,3,3.8,3.3
7979,Electrónica,Sur,Débito,28.26,1,0.4,
8571,Hogar,Sur,Transferencia,74.55,2,3.2,
646,Electrónica,Norte,Tarjeta,62.36,2,3.2,
7407,Ropa,Norte,Débito,10.91,4,2.3,2.8
11717,Hogar,Centro,Débito,56.3,1,3.2,4.3
9843,Hogar,Sur,Transferencia,56.62,1,3.0,4.1
4528,Hogar,Sur,Tarjeta,61.95,2,2.7,4.2
1546,Ropa,Norte,Débito,23.93,5,2.2,5.6
11663,Ropa,Norte,Transferencia,69.79,1,3.3,4.7
13588,Deportes,Sur,Transferencia,50.29,1,3.5,4.3
9559,Electrónica,Norte,Transferencia,52.93,2,4.3,3.1
247,Ropa,Centro,Tarjeta,30.25,3,3.9,5.2
3720,Deportes,Norte,Débito,70.24,2,1.0,2.4
17292,Hogar,Sur,Débito,48.03,1,1.7,4.8
16087,Electrónica,Norte,Débito,71.09,3,2.2,
4056,Deportes,Sur,Débito,55.91,1,4.1,3.8
3469,Hogar,Sur,Transferencia,16.54,1,,3.2
1773,Electrónica,Sur,Transferencia,68.91,3,3.5,4.4
15043,Electrónica,Sur,Tarjeta,6.87,2,1.8,5.2
4227,Deportes,Sur,Transferencia,40.14,5,1.9,3.3
7919,Deportes,Norte,Tarjeta,,3,2.8,3.7
1931,Ropa,Norte,Débito,70.62,2,4.0,4.2
13585,Deportes,Sur,Tarjeta,41.88,2,4.1,2.5
10361,Electrónica,Sur,Débito,39.92,3,1.4,4.7
807,Ropa,Sur,Tarjeta,47.87,5,2.9,4.6
13378,Electrónica,Norte,Transferencia,67.13,2,1.0,5.2
7750,Deportes,Sur,Débito,52.63,2,1.1,3.3
19753,Ropa,Norte,Transferencia,20.89,5,3.1,4.5
2935,Deportes,Centro,Transferencia,48.59,3,4.0,4.2
9050,Hogar,Sur,Transferencia,29.67,4,3.0,4.8
14072,Deportes,Norte,,22.75,1,6.2,4.3
18119,Hogar,Sur,Tarjeta,52.18,5,5.0,4.8
4009,Ropa,Norte,Tarjeta,32.37,1,5.8,2.3
303,Deportes,Norte,Tarjeta,41.44,4,1.1,5.7
2606,Hogar,Norte,Tarjeta,20.4,1,,4.5
18312,Ropa,Sur,Débito,32.02,3,1.6,6.3
13276,Electrónica,Norte,Transferencia,39.56,4,3.6,2.9
13576,Deportes,Sur,,45.98,3,2.0,4.6
15761,Electrónica,Sur,Débito,32.16,2,3.7,3.1
9211,Electrónica,Sur,Tarjeta,46.99,2,1.3,5.4
5928,Hogar,Sur,Transferencia,34.2,1,6.3,2.9
6223,Deportes,Sur,Tarjeta,74.56,1,3.1,4.1
7427,Deportes,Sur,Tarjeta,20.45,2,0.5,2.8
9790,Hogar,Sur,Débito,45.57,5,2.8,5.2
17266,Deportes,Centro,Transferencia,28.16,4,0.0,3.0
10193,Ropa,Sur,Débito,10.06,5,2.2,4.1
11805,Hogar,Centro,Débito,4.72,3,3.6,5.1
17682,Ropa,Sur,Tarjeta,61.56,4,3.7,5.1
5050,Hogar,Centro,Transferencia,63.39,3,1.5,4.9
12034,Ropa,Norte,Transferencia,49.69,3,1.1,2.9
10525,Electrónica,Norte,Tarjeta,66.07,2,-0.1,5.4
14665,Ropa,Centro,Transferencia,39.79,3,4.6,3.0
11295,Deportes,Sur,Tarjeta,33.94,1,4.0,3.7
5682,Hogar,Sur,Tarjeta,35.82,5,1.5,5.1
5852,Electrónica,Sur,Débito,43.42,2,3.9,3.3
19735,Electrónica,Centro,Transferencia,72.64,4,2.3,4.2
5990,Ropa,Sur,Transferencia,75.54,3,1.5,4.4
16894,Deportes,Norte,,44.26,3,1.2,4.0
11437,Hogar,Norte,Transferencia,17.13,2,2.2,4.3
15128,Electrónica,Norte,Débito,52.34,1,4.2,4.3
8854,Deportes,Centro,,64.34,5,4.2,1.2
5420,Ropa,Centro,Transferencia,,1,2.0,3.4
15266,Deportes,Sur,Débito,42.61,1,4.1,4.0
8119,Ropa,Centro,Tarjeta,91.81,1,1.5,3.7
2022,Deportes,Sur,Transferencia,,1,4.0,3.8
2336,Deportes,Sur,Transferencia,42.51,1,3.8,4.9
9314,Ropa,Sur,Transferencia,58.17,2,2.3,3.6
13658,Ropa,Centro,Débito,24.73,3,,
17856,Hogar,Norte,Débito,69.58,5,3.7,4.7
15624,Ropa,Sur,Débito,41.59,3,,4.6
2377,Electrónica,Sur,Débito,,1,4.0,3.1
773,Ropa,Centro,Transferencia,,4,1.8,4.6
173,Hogar,Norte,Débito,21.53,4,2.4,4.7
10643,Ropa,Centro,,72.78,3,,4.6
11283,Electrónica,Centro,Tarjeta,36.08,1,1.6,
3274,Electrónica,Sur,Débito,31.44,5,2.6,4.3
1780,Hogar,Norte,Transferencia,58.12,5,3.1,5.2
14865,Hogar,Centro,Débito,55.27,1,1.7,
19104,Electrónica,Norte,Transferencia,44.68,2,0.2,3.2
7029,Ropa,Centro,Transferencia,42.58,3,,3.6
6716,Deportes,Norte,Transferencia,77.93,4,1.7,4.7
561,Deportes,Sur,Transferencia,42.51,1,5.6,3.4
8100,Electrónica,Centro,Débito,24.11,4,1.3,4.5
1801,Hogar,Norte,Débito,48.15,4,2.7,3.6
11436,Deportes,Sur,Transferencia,50.1,2,4.4,4.8
7417,Ropa,Centro,Transferencia,2.9,5,3.7,5.4
13754,Deportes,Sur,Transferencia,17.93,3,3.4,3.6
11206,Hogar,Sur,Tarjeta,24.09,3,2.3,4.3
14433,Deportes,Sur,Tarjeta,46.11,2,1.4,4.3
5930,Hogar,Centro,Tarjeta,53.89,3,1.2,3.0
3607,Electrónica,Sur,Débito,74.02,2,0.7,4.0
9481,Hogar,Norte,Transferencia,72.95,3,2.9,3.7
13248,Hogar,Centro,Débito,,2,3.0,4.6
3704,Hogar,Sur,Débito,34.7,1,4.6,5.1
14093,Electrónica,Centro,Débito,35.46,3,4.6,5.1
383,Ropa,Centro,Transferencia,43.78,3,2.7,4.2
14233,Deportes,Centro,Tarjeta,-3.67,5,2.9,4.0
14042,Deportes,Norte,Transferencia,80.3,1,3.0,
19418,Deportes,Sur,Débito,76.45,2,,3.4
1509,Deportes,Sur,Tarjeta,51.07,1,3.0,2.9
16245,Deportes,Centro,Tarjeta,58.45,5,2.0,5.8
4882,Hogar,Centro,Transferencia,30.8,3,3.1,4.6
12523,Deportes,Centro,Débito,50.74,5,2.2,5.2
7796,Deportes,Sur,Débito,67.57,3,3.2,4.3
6978,Electrónica,Centro,Débito,-1.84,3,2.2,4.7
8026,Hogar,Sur,Transferencia,20.31,2,3.7,3.7
18026,Ropa,Norte,Transferencia,,2,1.2,4.1
9900,Deportes,Centro,Débito,55.94,1,3.2,
3531,Hogar,Norte,Débito,21.85,2,3.3,4.7
11495,Ropa,Sur,Débito,105.99,2,3.0,4.0
3644,Hogar,Sur,Transferencia,-0.63,2,,5.5
11982,Electrónica,Sur,Transferencia,,1,1.1,4.0
7278,Electrónica,Norte,Tarjeta,70.82,5,0.9,5.8
19538,Electrónica,Centro,Débito,54.77,4,4.4,3.9
14693,Deportes,Sur,Transferencia,46.63,4,3.0,4.3
5878,Ropa,Norte,Tarjeta,59.41,2,3.9,4.5
588,Hogar,Centro,Débito,44.08,1,4.5,4.4
5101,Electrónica,Norte,Tarjeta,40.15,1,2.2,5.0
2579,Electrónica,Sur,Transferencia,60.13,5,3.9,5.2
8354,Electrónica,Norte,Débito,25.54,3,3.9,3.9
18073,Hogar,Sur,Débito,31.87,5,-0.2,3.0
187,Ropa,Norte,Débito,27.11,1,,3.9
7779,Electrónica,Norte,Tarjeta,28.54,4,0.7,4.8
1928,Electrónica,Sur,Débito,16.72,3,5.4,2.6
7401,Deportes,Norte,Débito,31.08,1,2.7,2.8
3462,Electrónica,Centro,Transferencia,26.61,1,4.0,4.2
9098,Ropa,Centro,Débito,75.89,5,3.5,4.1
8925,Ropa,Norte,Transferencia,0.71,2,3.1,4.7
1397,Ropa,Norte,Transferencia,57.68,4,0.3,4.4
9190,Ropa,Sur,Débito,47.65,5,3.5,4.4
2264,Deportes,Sur,Débito,19.23,4,2.1,3.5
10237,Hogar,Norte,Transferencia,61.02,2,3.9,3.0
1197,Ropa,Norte,Débito,34.21,4,3.5,3.5
3067,Deportes,Centro,,65.9,5,1.9,2.7
3689,Electrónica,Sur,Transferencia,98.65,1,4.7,
15426,Deportes,Sur,,39.85,5,4.0,
4522,Electrónica,Sur,Transferencia,34.58,3,4.9,5.0
19182,Hogar,Norte,Débito,30.92,5,3.3,2.9
7079,Electrónica,Norte,Débito,24.56,2,2.8,5.5
11622,Electrónica,Sur,Débito,41.1,1,2.9,
1385,Ropa,Norte,,43.38,1,3.3,4.1
6783,Ropa,Sur,,61.66,1,2.9,5.4
1494,Hogar,Norte,Transferencia,28.68,3,3.3,4.6
7959,Hogar,Sur,Transferencia,38.94,4,3.6,5.6
15681,Ropa,Norte,Débito,17.11,5,1.5,3.8
11066,Deportes,Centro,Transferencia,47.59,1,4.6,4.5
8801,Ropa,Sur,Tarjeta,70.68,1,3.4,4.6
12597,Ropa,Norte,Débito,41.95,2,4.0,4.2
1040,Electrónica,Norte,Tarjeta,46.33,1,2.6,4.0
15831,Deportes,Norte,,34.3,4,2.4,
4081,Ropa,Centro,Transferencia,68.96,3,2.0,4.2
17621,Electrónica,Sur,Débito,60.03,4,4.4,3.9
15714,Hogar,Norte,Débito,61.19,2,2.6,4.3
11303,Electrónica,Centro,Débito,47.99,2,5.0,2.7
12845,Deportes,Centro,Tarjeta,50.55,5,1.4,4.1
2920,Deportes,Norte,Débito,32.81,2,4.8,4.8
3540,Electrónica,Centro,Débito,53.26,2,3.0,3.5
3590,Hogar,Sur,Tarjeta,45.12,2,4.9,3.9
9783,Deportes,Norte,Débito,44.94,1,2.7,4.4
539,Ropa,Centro,Tarjeta,46.4,2,3.7,5.1
19889,Electrónica,Centro,Tarjeta,71.38,1,3.1,3.6
6701,Ropa,Sur,Transferencia,16.65,2,,4.2
18875,Electrónica,Sur,,31.82,1,2.3,
17792,Hogar,Centro,Transferencia,68.1,4,4.8,4.0
3514,Electrónica,Centro,Tarjeta,32.06,4,0.7,4.4
17078,Ropa,Sur,Tarjeta,74.66,4,3.4,
18059,Deportes,Centro,Débito,43.48,4,0.1,4.5
4804,Deportes,Norte,Débito,-5.33,2,2.9,5.0
13873,Hogar,Norte,Transferencia,,3,,4.0
13354,Hogar,Centro,Tarjeta,25.57,5,4.6,2.3
12158,Ropa,Norte,Transferencia,,2,2.8,3.7
428,Hogar,Centro,Débito,58.06,2,,3.3
14240,Deportes,Centro,Transferencia,28.82,1,1.3,2.9
2256,Hogar,Centro,Transferencia,48.04,1,4.0,4.8
7179,Electrónica,Sur,Débito,19.87,3,2.2,3.0
8476,Electrónica,Sur,Tarjeta,,2,1.7,
18689,Electrónica,Sur,Transferencia,42.33,1,3.0,6.3
14561,Hogar,Sur,Transferencia,55.08,3,1.3,3.3
5311,Deportes,Sur,,64.43,1,2.4,4.8
16041,Hogar,Norte,Tarjeta,42.45,4,2.4,3.0
14842,Hogar,Sur,Tarjeta,99.61,4,5.5,3.9
17623,Electrónica,Centro,Transferencia,51.91,3,3.4,4.2
16452,Deportes,Sur,Débito,31.64,4,2.8,3.2
9260,Ropa,Sur,Transferencia,52.14,3,4.4,3.5
8427,Hogar,Sur,Débito,72.72,1,1.9,4.8
18678,Ropa,Sur,Tarjeta,46.09,1,1.9,3.0
14447,Deportes,Sur,Débito,27.08,2,3.3,4.0
4124,Hogar,Centro,Débito,38.77,3,2.1,4.6
12031,Ropa,Sur,Tarjeta,76.73,4,4.2,
16311,Deportes,Sur,Débito,46.21,3,2.6,5.6
7064,Electrónica,Centro,Débito,83.54,3,1.0,4.3
8604,Hogar,Centro,Tarjeta,38.32,5,4.1,3.3
1873,Ropa,Norte,Débito,,2,2.0,3.8
17952,Electrónica,Norte,Tarjeta,95.15,1,-1.5229169213307086,4.4
16077,Deportes,Norte,Transferencia,53.46,4,4.6,3.6
17120,Electrónica,Centro,Transferencia,36.63,2,1.0,4.1
14234,Deportes,Centro,Transferencia,50.23,3,3.3,4.4
11421,Hogar,Centro,Transferencia,64.59,1,3.8,3.8
18100,Deportes,Norte,Débito,37.49,5,3.4,5.2
13056,Electrónica,Sur,Transferencia,44.64,2,2.0,4.2
10124,Electrónica,Norte,Tarjeta,38.75,5,4.6,4.9
17443,Electrónica,Sur,Débito,65.02,5,1.7,6.1
15028,Deportes,Centro,Débito,75.31,4,2.2,3.9
14717,Electrónica,Sur,Débito,53.29,4,2.3,5.9
19595,Deportes,Sur,Transferencia,64.27,1,3.5,
8668,Hogar,Sur,Tarjeta,9.79,1,1.8,5.0
2140,Deportes,Sur,Tarjeta,39.07,2,1.4,4.2
177,Deportes,Sur,Tarjeta,,4,2.2,5.0
10866,Electrónica,Centro,Tarjeta,30.14,2,4.6,4.9
7776,Ropa,Sur,Débito,36.53,1,3.1,
4610,Electrónica,Centro,Transferencia,52.88,4,4.3,5.0
13350,Ropa,Norte,Débito,41.92,1,3.9,3.5
19045,Hogar,Centro,Débito,74.64,5,2.4,3.9
19945,Ropa,Norte,Tarjeta,92.08,5,4.8,2.9
18813,Electrónica,Sur,Transferencia,19.65,1,3.5,4.9
4801,Deportes,Norte,Débito,75.49,3,1.8,
987,Electrónica,Centro,Transferencia,22.35,2,5.1,5.0
9331,Deportes,Centro,Transferencia,42.44,1,1.7,4.4
11073,Electrónica,Sur,Débito,60.08,4,3.3,4.2
2079,Hogar,Norte,Débito,73.53,2,3.3,4.8
18328,Hogar,Norte,Débito,58.09,2,2.5,4.3
15406,Hogar,Norte,Débito,44.6,3,1.3,4.1
9278,Deportes,Norte,Débito,33.28,4,,3.6
1758,Electrónica,Norte,Débito,62.81,4,2.1,3.4
18060,Ropa,Centro,Tarjeta,32.22,2,,
2469,Electrónica,Norte,Débito,33.57,5,2.0,
17556,Ropa,Centro,Transferencia,45.14,1,2.3,5.5
4721,Electrónica,Sur,Transferencia,,1,4.2,
10275,Deportes,Sur,Tarjeta,48.26,5,3.4,2.9
11337,Electrónica,Centro,Tarjeta,5.35,5,3.5,3.9
6384,Ropa,Centro,Tarjeta,25.0,1,4.6,4.2
15630,Hogar,Norte,Transferencia,50.95,1,3.4,3.0
11217,Hogar,Sur,Débito,3.48,5,4.0,3.6
17341,Ropa,Norte,Transferencia,-2.94,1,2.1,4.2
1530,Deportes,Centro,Tarjeta,55.92,3,1.6,
7269,Deportes,Norte,Transferencia,21.4,1,2.9,4.1
13790,Hogar,Centro,Débito,35.01,1,,5.5
18830,Ropa,Centro,Tarjeta,57.67,3,1.5,
5717,Deportes,Norte,Transferencia,68.78,3,3.3,3.4
16075,Deportes,Centro,Transferencia,,2,3.1,4.3
3496,Hogar,Norte,Tarjeta,61.89,5,2.1,3.3
15934,Ropa,Sur,Tarjeta,61.1,5,1.0,5.2
6206,Electrónica,Centro,Débito,73.64,2,2.3,3.3
8445,Ropa,Centro,Tarjeta,48.05,3,,4.6
17187,Ropa,Sur,Tarjeta,62.86,2,2.8,5.3
10326,Ropa,Sur,Tarjeta,77.13,1,,5.5
3875,Hogar,Centro,Transferencia,48.54,1,,3.5
7135,Deportes,Sur,Débito,42.34,2,3.9,3.8
17660,Ropa,Centro,Débito,67.12,1,2.5,4.1
13180,Hogar,Sur,Transferencia,59.47,2,2.9,5.1
6700,Electrónica,Sur,Transferencia,63.54,4,2.2,2.5
461,Deportes,Sur,Transferencia,32.2,4,,2.8
17904,Hogar,Sur,Transferencia,60.71,1,,
10704,Ropa,Centro,Débito,-19.751121646132496,2,4.5,4.6
15183,Hogar,Norte,Transferencia,56.07,2,2.3,5.0
5260,Ropa,Centro,Tarjeta,30.33,3,4.8,3.7
13781,Deportes,Norte,Tarjeta,31.07,1,2.8,5.5
15042,Deportes,Sur,Débito,25.41,1,3.7,3.8
9984,Ropa,Sur,Débito,56.19,1,5.3,
17148,Electrónica,Sur,Débito,60.27,1,1.1,3.9
8323,Ropa,Sur,Tarjeta,55.21,3,2.6,5.1
3405,Electrónica,Norte,Transferencia,,3,2.8,3.5
12739,Ropa,Norte,Débito,36.5,2,1.8,4.3
13293,Ropa,Centro,Débito,13.8,1,,3.8
10333,Deportes,Centro,Débito,23.14,1,3.8,2.0
9007,Hogar,Centro,Transferencia,80.38,1,2.8,3.7
8524,Hogar,Norte,Tarjeta,45.84,5,3.1,3.4
7285,Deportes,Sur,Transferencia,77.44,4,4.0,2.4
1688,Deportes,Centro,Tarjeta,70.93,3,3.1,5.4
7332,Electrónica,Centro,Transferencia,51.58,1,3.7,2.3
17900,Hogar,Norte,,46.37,3,0.5,4.4
11306,Deportes,Norte,Débito,38.19,2,1.7,5.4
18093,Ropa,Sur,Tarjeta,48.16,4,2.3,4.8
18561,Ropa,Centro,Transferencia,37.05,5,4.5,3.0
9720,Deportes,Centro,Tarjeta,33.76,2,5.2,5.8
16029,Ropa,Norte,Débito,45.29,5,3.1,5.6
3504,Hogar,Norte,Transferencia,38.55,4,,5.2
7231,Deportes,Centro,Débito,73.81,5,5.1,4.2
17502,Electrónica,Norte,Transferencia,48.75,2,,2.2
7544,Ropa,Sur,Débito,41.49,2,3.0,4.6
5718,Electrónica,Centro,Tarjeta,35.35,5,3.1,4.6
18687,Ropa,Centro,Tarjeta,23.81,4,4.4,
16181,Hogar,Centro,Débito,69.39,4,1.5,
7180,Ropa,Norte,,46.63,4,1.4,2.7
12204,Hogar,Norte,Tarjeta,21.72,5,2.0,5.3
7534,Electrónica,Sur,Tarjeta,52.63,3,2.0,3.7
406,Electrónica,Norte,Transferencia,10.69,3,3.0,2.9
5044,Deportes,Centro,Tarjeta,26.66,2,5.0,3.5
16816,Ropa,Centro,Débito,54.26,1,2.1,3.4
10962,Ropa,Norte,Transferencia,27.14,3,2.4,5.2
12035,Ropa,Sur,Débito,18.55,1,5.9,3.5
8739,Deportes,Centro,Tarjeta,32.65,5,3.0,3.8
8035,Ropa,Norte,Débito,-6.03,4,2.8,4.9
8318,Deportes,Centro,Tarjeta,4.87,1,3.6,5.0
10465,Deportes,Sur,Tarjeta,62.44,1,4.1,3.3
14378,Electrónica,Norte,Débito,55.67,1,3.2,4.2
18547,Deportes,Centro,Débito,3.04,1,4.0,3.4
11121,Electrónica,Norte,Tarjeta,63.85,3,3.9,4.9
12326,Ropa,Norte,Transferencia,8.69,4,2.4,3.4
13470,Hogar,Sur,Transferencia,-11.88,5,3.4,5.2
480,Deportes,Norte,Transferencia,36.01,2,3.6,4.0
2328,Hogar,Norte,,54.93,3,3.5,3.4
3816,Hogar,Sur,Tarjeta,23.2,2,2.9,4.6
14174,Electrónica,Sur,Transferencia,69.81,5,,4.0
11010,Ropa,Norte,Débito,32.92,4,1.7,3.5
10761,Ropa,Centro,Débito,29.99,3,3.2,
16627,Ropa,Norte,Débito,38.64,5,2.7,5.9
15083,Ropa,Centro,Tarjeta,,1,2.7,3.0
12354,Ropa,Norte,Transferencia,25.3,4,4.9,6.2
3775,Electrónica,Sur,Tarjeta,29.12,3,1.1,3.6
12073,Ropa,Centro,Transferencia,35.1,3,3.8,4.0
16576,Deportes,Centro,Débito,25.91,2,3.8,5.4
12397,Deportes,Norte,Débito,68.78,3,1.8,3.7
13923,Ropa,Norte,Tarjeta,30.72,4,2.0,4.0
15129,Electrónica,Centro,Transferencia,8.3,3,1.5,4.6
49,Hogar,Centro,Débito,4.5,1,7.3,3.8
14338,Hogar,Sur,,9.72,2,1.1,3.4
7886,Hogar,Centro,Tarjeta,23.61,5,2.0,3.8
2488,Electrónica,Sur,Transferencia,,1,2.9,3.7
15160,Deportes,Sur,Tarjeta,69.97,3,2.6,4.5
3112,Hogar,Centro,Transferencia,35.04,3,4.5,4.2
1228,Ropa,Sur,Transferencia,45.28,1,2.2,4.8
17570,Hogar,Norte,Transferencia,66.95,4,2.4,4.6
7336,Electrónica,Sur,Débito,29.17,2,2.5,3.3
