id_pedido,categoria_producto,region_cliente,metodo_pago,precio_unitario,cantidad,tiempo_envio_dias,satisfaccion_cliente
1659,Deportes,Sur,Transferencia,21.99,3,3.4,5.4
1660,Hogar,Sur,Transferencia,52.15,4,1.4,4.7
1661,Deportes,Norte,Tarjeta,51.54,4,3.7,4.8
1662,Ropa,Centro,Transferencia,53.33,1,2.0,5.0
1663,Deportes,Norte,Débito,47.17,3,1.3,3.7
1664,Electrónica,Norte,Transferencia,4.19,1,2.9,5.5
1665,Electrónica,Norte,Tarjeta,10.76,4,2.5,4.4
1666,Deportes,Centro,Transferencia,44.68,3,0.8,4.6
1667,Ropa,Sur,Débito,47.31,3,2.0,5.2
1668,Ropa,Norte,Débito,53.31,5,3.4,4.4
1669,Hogar,Norte,Tarjeta,55.96,4,1.8,4.6
1670,Ropa,Sur,Tarjeta,80.24,2,1.8,3.5
1671,Electrónica,Sur,Transferencia,72.3,2,3.5,3.3
1672,Ropa,Sur,Transferencia,23.38,1,4.1,5.2
1673,Ropa,Centro,Tarjeta,53.66,1,3.4,6.0
1674,Hogar,Centro,Tarjeta,66.68,5,4.0,4.8
1675,Ropa,Sur,Débito,59.97,3,3.4,4.5
1676,Electrónica,Centro,Tarjeta,15.23,5,3.5,4.5
1677,Hogar,Sur,Tarjeta,42.78,1,5.0,2.8
1678,Ropa,Norte,Tarjeta,61.84,4,1.8,1.8
1679,Ropa,Centro,Débito,29.92,1,5.7,3.3
1680,Hogar,Norte,Débito,59.23,2,4.6,4.8
1681,Ropa,Sur,Débito,34.86,1,3.1,4.8
1682,Hogar,Norte,Débito,37.81,3,3.5,4.2
1683,Deportes,Sur,Tarjeta,7.42,3,3.5,4.1
1684,Deportes,Sur,Tarjeta,72.72,2,2.4,4.4
1685,Ropa,Norte,Tarjeta,12.38,5,3.9,4.1
1686,Deportes,Norte,Transferencia,41.15,2,3.7,5.4
1687,Ropa,Norte,Tarjeta,24.22,3,3.1,4.9
1688,Deportes,Centro,Tarjeta,70.93,3,3.1,5.4
1689,Deportes,Sur,Débito,31.57,3,5.3,3.5
1690,Electrónica,Centro,Transferencia,18.21,3,5.3,4.4
1691,Ropa,Norte,Débito,46.64,2,1.7,3.9
1692,Electrónica,Sur,Débito,32.19,5,4.2,4.3
1693,Electrónica,Centro,Transferencia,56.41,2,1.6,4.2
1694,Electrónica,Sur,Tarjeta,58.42,3,3.6,3.1
1695,Deportes,Norte,Débito,64.39,3,2.6,3.7
1696,Ropa,Sur,Tarjeta,11.84,1,7.4,5.4
1697,Hogar,Centro,Tarjeta,20.43,1,1.8,4.8
1698,Electrónica,Norte,Transferencia,53.34,3,2.9,4.2
1699,Deportes,Norte,Tarjeta,66.12,2,2.4,3.6
1700,Ropa,Norte,Transferencia,31.25,5,2.5,4.9
1701,Hogar,Sur,Débito,31.63,1,2.5,5.0
1702,Deportes,Centro,Tarjeta,38.33,1,3.7,2.1
1703,Ropa,Sur,Débito,39.18,2,2.3,5.5
1704,Electrónica,Centro,Transferencia,30.73,2,2.1,3.4
1705,Electrónica,Sur,Tarjeta,27.58,2,4.1,3.1
1706,Electrónica,Norte,Débito,81.39,4,3.5,3.7
1707,Deportes,Norte,Transferencia,78.61,3,3.2,4.3
1708,Electrónica,Centro,Tarjeta,41.05,3,3.4,5.5
1709,Hogar,Centro,Tarjeta,31.07,1,2.4,4.5
1710,Electrónica,Norte,Transferencia,45.61,3,3.1,3.9
1711,Ropa,Centro,Tarjeta,38.84,4,2.0,4.2
1712,Ropa,Centro,Tarjeta,70.08,2,3.9,5.0
1713,Hogar,Sur,Tarjeta,67.79,3,2.9,3.9
1714,Deportes,Norte,Tarjeta,80.0,2,3.0,5.0
1715,Hogar,Centro,Transferencia,45.04,4,3.4,4.1
1716,Deportes,Norte,Transferencia,34.77,1,4.6,3.1
1717,Hogar,Sur,Débito,46.5,3,3.0,3.6
1718,Deportes,Sur,Tarjeta,55.62,1,4.0,4.4
1719,Ropa,Norte,Tarjeta,31.52,1,2.7,4.7
1720,Hogar,Centro,Tarjeta,43.9,4,3.0,4.5
1721,Hogar,Centro,Tarjeta,59.87,2,2.0,4.3
1722,Electrónica,Norte,Tarjeta,31.74,4,4.7,4.0
1723,Hogar,Norte,Tarjeta,29.75,1,3.4,3.6
1724,Electrónica,Sur,Tarjeta,48.25,1,3.5,3.3
1725,Deportes,Centro,Transferencia,27.74,1,4.9,3.9
1726,Ropa,Centro,Débito,59.08,1,2.7,4.6
1727,Ropa,Centro,Tarjeta,58.35,2,1.6,3.2
1728,Electrónica,Norte,Tarjeta,58.12,4,2.6,4.5
1729,Hogar,Norte,Débito,14.74,4,3.6,5.3
1730,Deportes,Norte,Débito,43.64,2,0.7,3.6
1731,Ropa,Centro,Débito,49.92,3,3.8,3.7
1732,Deportes,Centro,Débito,71.46,3,3.6,3.1
1733,Deportes,Centro,Tarjeta,59.53,3,4.2,5.6
1734,Electrónica,Centro,Transferencia,14.38,3,2.8,5.3
1735,Deportes,Sur,Débito,45.77,1,5.4,4.0
1736,Hogar,Centro,Tarjeta,70.52,3,1.8,3.5
1737,Ropa,Norte,Débito,41.07,3,1.0,5.1
1738,Hogar,Sur,Tarjeta,11.06,4,2.5,3.8
1739,Hogar,Sur,Tarjeta,63.64,5,3.2,3.5
1740,Deportes,Norte,Transferencia,73.05,1,6.5,3.4
1741,Deportes,Norte,Transferencia,42.89,1,4.1,2.9
1742,Deportes,Sur,Transferencia,100.47,1,3.0,3.2
1743,Ropa,Sur,Débito,39.84,1,5.0,4.5
1744,Deportes,Norte,Débito,67.49,5,3.3,3.3
1745,Hogar,Sur,Transferencia,42.06,3,2.6,3.4
1746,Electrónica,Centro,Débito,38.94,2,2.0,3.7
1747,Electrónica,Centro,Débito,9.5,4,5.8,3.5
1748,Deportes,Centro,Transferencia,80.75,4,3.7,4.3
1749,Deportes,Sur,Tarjeta,46.08,4,2.9,3.6
1750,Hogar,Centro,Tarjeta,39.97,5,4.1,3.5
1751,Deportes,Norte,Transferencia,80.58,2,3.1,3.9
1752,Hogar,Sur,Tarjeta,45.34,5,4.6,4.3
1753,Ropa,Centro,Débito,44.41,4,3.8,4.2
1754,Ropa,Centro,Transferencia,2.9,4,3.3,5.0
1755,Electrónica,Sur,Débito,34.1,3,2.1,3.7
1756,Ropa,Sur,Tarjeta,27.17,5,2.8,4.7
1757,Deportes,Centro,Tarjeta,67.64,5,4.8,4.9
1758,Electrónica,Norte,Débito,62.81,4,2.1,3.4
1759,Ropa,Norte,Transferencia,63.1,3,1.2,5.0
1760,Deportes,Sur,Débito,44.51,2,3.6,4.0
1761,Electrónica,Norte,Débito,15.33,1,2.7,4.5
1762,Hogar,Norte,Débito,61.65,1,2.7,3.7
1763,Hogar,Norte,Tarjeta,15.14,1,3.7,3.7
1764,Electrónica,Sur,Débito,85.7,2,0.4,4.0
1765,Deportes,Sur,Tarjeta,54.18,1,2.7,5.1
1766,Hogar,Norte,Tarjeta,53.71,2,4.7,4.3
1767,Deportes,Norte,Transferencia,43.88,3,1.1,3.2
1768,Hogar,Centro,Transferencia,53.63,2,2.3,3.5
1769,Ropa,Sur,Débito,47.04,3,3.8,4.1
1770,Deportes,Centro,Tarjeta,25.92,5,3.6,5.1
1771,Electrónica,Sur,Débito,68.03,5,1.1,2.3
1772,Ropa,Centro,Tarjeta,17.43,1,1.0,4.5
1773,Electrónica,Sur,Transferencia,68.91,3,3.5,4.4
1774,Hogar,Sur,Débito,15.25,5,2.6,4.1
1775,Ropa,Centro,Transferencia,28.92,2,4.3,5.1
1776,Ropa,Centro,Transferencia,60.19,3,3.2,2.4
1777,Hogar,Norte,Transferencia,66.15,5,2.1,5.5
1778,Ropa,Sur,Transferencia,75.93,5,3.4,5.2
1779,Ropa,Sur,Débito,37.1,2,3.5,3.7
1780,Hogar,Norte,Transferencia,58.12,5,3.1,5.2
1781,Ropa,Norte,Tarjeta,56.92,1,1.1,4.1
1782,Electrónica,Centro,Transferencia,59.95,4,1.2,5.4
1783,Deportes,Centro,Débito,33.13,3,6.5,3.8
1784,Electrónica,Norte,Transferencia,67.56,4,1.5,4.1
1785,Ropa,Centro,Tarjeta,70.7,5,3.1,4.0
1786,Electrónica,Norte,Transferencia,53.76,3,4.9,4.1
1787,Hogar,Centro,Tarjeta,49.46,5,1.6,3.5
1788,Hogar,Centro,Débito,64.06,3,1.1,3.9
1789,Ropa,Sur,Transferencia,46.34,5,5.3,3.9
1790,Electrónica,Sur,Transferencia,23.34,2,2.5,4.2
1791,Electrónica,Norte,Tarjeta,18.66,1,5.3,3.9
1792,Ropa,Centro,Tarjeta,58.86,3,1.6,4.1
1793,Electrónica,Centro,Tarjeta,78.2,2,3.9,5.6
1794,Electrónica,Sur,Tarjeta,36.76,4,4.9,3.9
1795,Electrónica,Centro,Tarjeta,63.67,1,4.2,4.8
1796,Deportes,Centro,Tarjeta,30.42,2,0.8,5.2
1797,Electrónica,Sur,Transferencia,51.47,1,1.5,3.1
1798,Hogar,Norte,Débito,77.46,5,1.7,4.4
1799,Ropa,Centro,Tarjeta,33.33,5,3.3,4.1
1800,Ropa,Norte,Débito,50.61,1,2.1,3.5
1801,Hogar,Norte,Débito,48.15,4,2.7,3.6
1802,Electrónica,Norte,Tarjeta,14.91,3,3.7,4.5
1803,Ropa,Centro,Débito,16.41,1,2.2,4.4
1804,Deportes,Norte,Débito,20.96,1,0.9,4.4
1805,Deportes,Sur,Débito,24.16,3,3.1,4.2
1806,Ropa,Norte,Transferencia,24.11,4,2.1,4.0
1807,Hogar,Centro,Transferencia,55.44,3,3.2,4.8
1808,Hogar,Sur,Tarjeta,47.96,2,1.5,3.0
1809,Hogar,Centro,Tarjeta,50.2,3,1.4,4.0
1810,Deportes,Sur,Débito,69.35,3,1.1,3.1
1811,Deportes,Centro,Débito,34.14,1,4.3,4.1
1812,Deportes,Sur,Débito,28.27,3,1.8,5.0
1813,Electrónica,Sur,Tarjeta,40.54,5,3.1,3.4
1814,Deportes,Centro,Transferencia,63.07,2,3.1,5.6
1815,Hogar,Norte,Débito,55.64,3,5.0,4.4
1816,Deportes,Sur,Débito,23.28,5,2.2,5.0
1817,Deportes,Centro,Débito,62.4,4,1.8,4.5
1818,Hogar,Norte,Transferencia,58.0,5,2.6,4.3
1819,Electrónica,Sur,Tarjeta,30.78,4,0.8,3.1
1820,Deportes,Centro,Débito,69.0,1,3.1,3.9
1821,Electrónica,Norte,Transferencia,41.7,1,2.7,3.4
1822,Hogar,Norte,Transferencia,49.65,5,3.4,4.0
1823,Electrónica,Norte,Transferencia,60.9,5,3.5,4.6
1824,Ropa,Norte,Transferencia,73.57,3,3.8,4.3
1825,Electrónica,Sur,Débito,40.06,3,1.4,5.0
1826,Deportes,Norte,Débito,15.96,1,3.6,2.7
1827,Ropa,Centro,Débito,25.17,5,2.8,4.1
1828,Electrónica,Centro,Transferencia,42.96,2,3.9,4.8
1829,Ropa,Sur,Débito,62.27,2,2.2,4.1
1830,Electrónica,Centro,Tarjeta,0.52,5,2.6,4.3
1831,Hogar,Sur,Tarjeta,48.14,3,2.8,3.6
1832,Electrónica,Centro,Tarjeta,51.17,5,5.0,4.9
1833,Ropa,Centro,Transferencia,57.74,2,3.0,4.5
1834,Deportes,Sur,Transferencia,53.12,5,1.1,4.0
1835,Deportes,Centro,Débito,9.01,1,2.6,4.1
1836,Hogar,Norte,Débito,47.14,5,2.0,4.6
1837,Ropa,Sur,Transferencia,31.26,2,3.7,5.2
1838,Hogar,Centro,Transferencia,33.22,1,1.7,4.6
1839,Deportes,Norte,Transferencia,7.94,5,1.7,4.4
1840,Deportes,Norte,Tarjeta,52.08,5,4.3,3.3
1841,Ropa,Norte,Tarjeta,41.83,3,3.9,2.2
1842,Electrónica,Centro,Transferencia,48.32,4,5.0,3.3
1843,Electrónica,Centro,Débito,23.64,4,3.5,3.7
1844,Deportes,Norte,Transferencia,9.57,2,3.2,4.9
1845,Electrónica,Norte,Débito,23.51,4,2.3,5.2
1846,Ropa,Sur,Tarjeta,32.59,1,2.2,3.8
1847,Ropa,Norte,Transferencia,14.08,2,2.5,3.9
1848,Deportes,Centro,Débito,39.52,3,4.5,3.7
1849,Hogar,Norte,Débito,9.23,2,6.0,4.8
1850,Hogar,Sur,Tarjeta,55.9,2,2.7,2.9
1851,Electrónica,Norte,Débito,71.2,1,2.2,4.9
1852,Deportes,Sur,Transferencia,18.76,3,2.1,4.6
1853,Electrónica,Centro,Tarjeta,40.37,2,3.9,3.7
1854,Hogar,Centro,Tarjeta,51.61,5,2.7,4.2
1855,Electrónica,Norte,Tarjeta,48.73,4,0.6,5.1
1856,Ropa,Sur,Transferencia,57.26,3,2.6,3.7
1857,Ropa,Sur,Débito,19.71,2,2.7,5.6
1858,Electrónica,Centro,Tarjeta,41.95,1,2.6,4.0
1859,Ropa,Sur,Débito,48.81,4,3.2,3.6
1860,Hogar,Sur,Tarjeta,47.8,3,2.4,5.4
1861,Ropa,Centro,Transferencia,28.79,5,1.4,3.3
1862,Electrónica,Norte,Tarjeta,46.97,2,3.2,2.5
1863,Ropa,Centro,Débito,40.56,1,1.7,4.3
1864,Electrónica,Sur,Débito,46.44,2,4.7,4.3
1865,Ropa,Sur,Tarjeta,35.09,5,0.1,4.7
1866,Deportes,Sur,Débito,64.56,2,4.3,4.4
1867,Electrónica,Sur,Débito,13.41,4,5.1,4.9
1868,Electrónica,Centro,Tarjeta,13.26,3,3.0,3.0
1869,Hogar,Sur,Tarjeta,62.44,4,3.6,4.4
1870,Hogar,Centro,Transferencia,15.67,5,2.3,3.4
1871,Hogar,Centro,Transferencia,48.53,4,2.2,3.7
1872,Hogar,Sur,Tarjeta,87.14,2,2.6,3.4
1873,Ropa,Norte,Débito,25.86,2,2.0,3.8
1874,Ropa,Sur,Tarjeta,65.53,5,5.2,4.9
1875,Hogar,Sur,Tarjeta,37.07,4,3.0,4.4
1876,Hogar,Centro,Débito,57.85,2,3.1,4.2
1877,Electrónica,Norte,Débito,32.1,1,1.8,5.1
1878,Deportes,Norte,Transferencia,67.44,2,3.2,6.4
1879,Ropa,Centro,Tarjeta,79.18,4,3.1,5.9
1880,Deportes,Norte,Débito,58.61,5,4.2,3.6
1881,Electrónica,Centro,Tarjeta,39.03,5,4.4,4.4
1882,Electrónica,Sur,Débito,42.76,5,1.7,4.2
1883,Deportes,Sur,Tarjeta,26.17,3,2.4,4.3
1884,Ropa,Norte,Transferencia,35.91,4,4.7,3.7
1885,Deportes,Sur,Transferencia,68.12,2,2.3,4.4
1886,Ropa,Centro,Débito,58.3,4,3.7,3.7
1887,Ropa,Sur,Débito,35.99,1,2.6,5.5
1888,Electrónica,Centro,Tarjeta,37.55,2,3.7,4.6
1889,Ropa,Sur,Tarjeta,33.53,3,2.6,5.2
1890,Electrónica,Sur,Tarjeta,42.92,5,3.3,4.6
1891,Deportes,Sur,Débito,55.81,1,4.1,4.7
1892,Electrónica,Sur,Tarjeta,29.41,2,3.4,4.0
1893,Deportes,Sur,Débito,25.63,2,3.9,5.7
1894,Electrónica,Centro,Tarjeta,44.96,3,3.3,6.6
1895,Ropa,Sur,Débito,39.79,3,2.8,4.0
1896,Hogar,Sur,Débito,54.35,3,4.4,3.9
1897,Deportes,Centro,Transferencia,37.49,5,1.2,4.3
1898,Ropa,Sur,Débito,37.87,4,3.0,4.8
1899,Ropa,Sur,Transferencia,36.19,5,4.4,4.7
1900,Ropa,Norte,Débito,45.76,1,1.6,5.2
1901,Deportes,Sur,Débito,8.34,5,2.6,2.8
1902,Electrónica,Sur,Tarjeta,44.57,2,2.8,2.6
1903,Hogar,Sur,Transferencia,27.74,2,4.4,4.1
1904,Hogar,Norte,Débito,43.8,3,2.9,4.7
1905,Ropa,Norte,Débito,11.04,3,2.8,4.2
1906,Deportes,Centro,Tarjeta,64.59,1,3.6,3.5
1907,Deportes,Sur,Tarjeta,45.32,5,3.9,4.5
1908,Electrónica,Sur,Tarjeta,37.53,5,4.5,2.9
1909,Electrónica,Sur,Transferencia,35.18,4,1.2,5.6
1910,Electrónica,Centro,Tarjeta,9.05,2,5.0,5.0
1911,Ropa,Norte,Transferencia,50.11,1,3.2,2.8
1912,Electrónica,Sur,Tarjeta,26.01,1,3.3,4.6
1913,Ropa,Centro,Tarjeta,56.26,4,3.4,4.8
1914,Deportes,Centro,Débito,46.69,3,1.0,4.5
1915,Hogar,Sur,Débito,43.95,1,1.7,6.6
1916,Hogar,Norte,Débito,13.77,1,4.6,3.5
1917,Ropa,Centro,Débito,45.35,4,2.6,2.9
1918,Hogar,Norte,Débito,54.24,1,2.5,3.6
1919,Hogar,Sur,Débito,45.86,5,4.5,4.5
1920,Electrónica,Centro,Débito,46.64,4,3.2,3.3
1921,Ropa,Centro,Débito,53.77,1,4.2,5.3
1922,Electrónica,Centro,Tarjeta,43.43,3,2.3,4.4
1923,Electrónica,Norte,Débito,27.89,3,3.3,4.4
1924,Deportes,Centro,Tarjeta,29.45,2,0.9,4.2
1925,Hogar,Norte,Tarjeta,27.84,5,1.1,2.7
1926,Deportes,Centro,Tarjeta,19.51,3,3.4,5.0
1927,Deportes,Centro,Transferencia,63.25,1,4.8,4.1
1928,Electrónica,Sur,Débito,16.72,3,5.4,2.6
1929,Electrónica,Sur,Transferencia,33.62,4,5.5,3.7
1930,Hogar,Norte,Transferencia,53.5,3,3.6,2.4
1931,Ropa,Norte,Débito,70.62,2,4.0,4.2
1932,Deportes,Sur,Transferencia,49.0,5,2.3,4.0
1933,Electrónica,Norte,Transferencia,74.07,3,1.9,4.4
1934,Deportes,Centro,Tarjeta,47.57,3,3.1,3.9
1935,Ropa,Centro,Débito,76.05,1,1.5,3.9
1936,Deportes,Centro,Tarjeta,34.27,4,4.3,3.7
1937,Hogar,Sur,Débito,30.34,3,2.4,4.5
1938,Ropa,Norte,Débito,55.03,4,4.6,3.5
1939,Electrónica,Sur,Tarjeta,20.53,1,0.4,4.5
1940,Hogar,Sur,Débito,74.64,4,1.0,4.0
1941,Deportes,Sur,Tarjeta,62.57,3,3.3,4.6
1942,Electrónica,Norte,Tarjeta,65.18,2,2.4,4.4
1943,Deportes,Norte,Débito,46.78,3,4.2,4.6
1944,Ropa,Centro,Tarjeta,23.99,4,4.8,5.2
1945,Ropa,Norte,Transferencia,42.63,1,2.3,2.6
1946,Electrónica,Sur,Transferencia,38.73,5,2.0,4.6
1947,Ropa,Sur,Débito,55.73,2,3.9,4.7
1948,Electrónica,Sur,Débito,11.32,5,2.9,3.7
1949,Electrónica,Sur,Débito,33.96,2,3.4,2.7
1950,Hogar,Sur,Tarjeta,34.67,4,2.7,3.5
1951,Ropa,Sur,Transferencia,85.0,5,4.0,4.0
1952,Electrónica,Norte,Débito,49.11,3,1.2,4.7
1953,Hogar,Norte,Transferencia,70.15,3,4.9,3.8
1954,Ropa,Centro,Transferencia,65.8,2,4.1,4.8
1955,Ropa,Centro,Débito,52.09,1,3.1,3.3
1956,Ropa,Centro,Tarjeta,46.61,5,3.1,4.4
1957,Hogar,Sur,Transferencia,24.43,4,3.1,4.2
1958,Hogar,Norte,Débito,104.71,5,2.4,5.3
1959,Hogar,Sur,Débito,34.96,3,2.6,3.2
1960,Hogar,Centro,Débito,62.22,5,4.2,4.9
1961,Electrónica,Sur,Débito,57.32,5,4.0,4.4
1962,Electrónica,Centro,Transferencia,36.61,3,1.5,3.8
1963,Ropa,Norte,Tarjeta,34.36,2,2.5,4.1
1964,Deportes,Centro,Débito,52.97,3,4.1,4.5
1965,Electrónica,Centro,Transferencia,66.74,5,3.5,4.6
1966,Ropa,Sur,Tarjeta,49.44,4,3.0,4.4
1967,Deportes,Norte,Transferencia,57.59,5,4.1,3.8
1968,Hogar,Centro,Débito,62.27,1,3.5,3.9
1969,Electrónica,Sur,Transferencia,7.85,5,1.9,4.5
1970,Deportes,Sur,Débito,49.52,4,2.9,3.4
1971,Hogar,Sur,Débito,39.2,5,4.9,3.4
1972,Ropa,Sur,Transferencia,40.45,5,2.4,3.1
1973,Electrónica,Sur,Débito,58.65,5,3.2,4.2
1974,Deportes,Sur,Tarjeta,14.51,1,3.5,4.4
1975,Electrónica,Sur,Tarjeta,12.01,5,0.7,2.0
1976,Hogar,Centro,Débito,41.59,2,2.0,3.7
1977,Electrónica,Norte,Tarjeta,54.47,5,2.4,4.7
1978,Electrónica,Centro,Transferencia,44.04,4,3.0,4.4
1979,Ropa,Centro,Débito,59.63,1,3.0,4.1
1980,Ropa,Sur,Transferencia,19.72,3,3.0,3.8
1981,Ropa,Centro,Transferencia,31.2,1,2.0,3.7
1982,Hogar,Norte,Débito,76.82,2,3.9,3.8
1983,Hogar,Sur,Débito,47.36,3,1.7,4.2
1984,Electrónica,Norte,Transferencia,61.56,5,2.0,2.5
1985,Electrónica,Norte,Tarjeta,5.65,2,5.8,4.3
1986,Hogar,Centro,Tarjeta,58.26,2,1.8,4.9
1987,Deportes,Sur,Transferencia,44.32,4,3.5,4.0
1988,Hogar,Centro,Débito,50.92,2,1.3,5.0
1989,Hogar,Centro,Transferencia,60.09,2,2.2,4.6
1990,Ropa,Centro,Transferencia,59.35,3,3.1,3.6
1991,Deportes,Centro,Débito,54.1,4,4.5,4.3
1992,Deportes,Centro,Tarjeta,53.21,4,5.1,4.2
1993,Deportes,Centro,Tarjeta,50.94,1,2.5,4.5
1994,Deportes,Sur,Tarjeta,49.21,4,3.6,4.6
1995,Electrónica,Sur,Tarjeta,42.01,4,2.3,3.3
1996,Deportes,Norte,Débito,19.63,2,1.9,4.9
1997,Ropa,Norte,Transferencia,19.43,1,2.5,4.5
1998,Hogar,Sur,Transferencia,45.66,3,5.0,3.9
1999,Electrónica,Norte,Tarjeta,17.13,3,2.9,4.5
2000,Hogar,Norte,Tarjeta,23.76,2,3.5,5.0
2001,Ropa,Sur,Débito,57.07,2,4.9,3.9
2002,Hogar,Sur,Tarjeta,55.36,1,2.9,3.1
2003,Electrónica,Norte,Tarjeta,23.4,2,2.4,4.3
2004,Ropa,Centro,Tarjeta,8.99,3,1.4,4.8
2005,Electrónica,Sur,Débito,63.53,2,1.6,4.2
2006,Electrónica,Sur,Transferencia,59.3,4,1.6,4.1
2007,Ropa,Norte,Débito,50.86,5,2.6,4.3
2008,Deportes,Norte,Transferencia,59.39,5,5.4,3.3
2009,Electrónica,Centro,Débito,66.8,2,3.9,3.4
2010,Electrónica,Centro,Transferencia,48.64,5,2.6,2.6
2011,Electrónica,Sur,Tarjeta,56.8,1,4.3,3.8
2012,Electrónica,Centro,Tarjeta,58.9,1,1.6,5.0
2013,Hogar,Sur,Débito,32.69,1,2.9,3.6
2014,Electrónica,Norte,Débito,50.87,3,1.7,4.6
2015,Hogar,Sur,Tarjeta,36.22,4,3.0,4.2
2016,Hogar,Norte,Tarjeta,48.72,1,3.8,3.8
2017,Electrónica,Sur,Transferencia,50.86,5,4.6,3.6
2018,Ropa,Norte,Tarjeta,43.07,3,5.1,2.9
2019,Electrónica,Sur,Transferencia,20.99,4,2.6,2.9
2020,Deportes,Sur,Tarjeta,41.89,1,2.7,4.4
2021,Ropa,Sur,Tarjeta,24.98,2,2.4,3.9
2022,Deportes,Sur,Transferencia,16.43,1,4.0,3.8
2023,Electrónica,Sur,Transferencia,22.58,5,1.6,3.1
2024,Hogar,Norte,Transferencia,70.69,5,2.3,2.8
2025,Ropa,Norte,Tarjeta,28.45,2,2.0,5.2
2026,Deportes,Centro,Transferencia,78.68,1,3.2,4.9
2027,Electrónica,Centro,Débito,45.52,1,2.7,5.1
2028,Deportes,Sur,Tarjeta,56.2,1,3.6,3.0
2029,Hogar,Sur,Débito,32.44,4,2.7,3.7
2030,Ropa,Sur,Tarjeta,63.42,2,2.0,4.4
2031,Deportes,Norte,Tarjeta,29.84,2,2.8,3.9
2032,Ropa,Norte,Transferencia,54.72,5,4.5,5.8
2033,Ropa,Norte,Tarjeta,3.46,2,2.9,3.9
2034,Deportes,Centro,Tarjeta,40.29,3,1.7,3.6
2035,Deportes,Centro,Tarjeta,6.15,5,3.9,3.9
2036,Ropa,Sur,Débito,69.72,5,2.9,4.7
2037,Deportes,Sur,Tarjeta,12.48,1,4.0,3.6
2038,Hogar,Sur,Tarjeta,17.26,1,2.9,3.2
2039,Ropa,Norte,Débito,66.67,5,3.2,3.3
2040,Hogar,Centro,Débito,67.79,2,2.4,4.3
2041,Ropa,Centro,Transferencia,47.34,4,2.7,2.2
2042,Deportes,Norte,Transferencia,58.19,2,0.7,5.0
2043,Hogar,Centro,Débito,43.07,1,2.7,3.6
2044,Hogar,Norte,Débito,55.96,2,1.5,4.5
2045,Hogar,Centro,Tarjeta,49.65,2,1.9,3.4
2046,Deportes,Norte,Transferencia,60.57,4,2.7,3.6
2047,Electrónica,Norte,Débito,39.41,4,1.9,4.2
2048,Electrónica,Centro,Débito,61.4,4,1.5,5.0
2049,Electrónica,Sur,Tarjeta,49.91,2,2.9,4.2
2050,Deportes,Sur,Transferencia,35.43,3,2.6,5.0
2051,Hogar,Norte,Débito,27.34,3,3.0,4.5
2052,Ropa,Sur,Tarjeta,80.73,1,1.4,6.0
2053,Deportes,Centro,Tarjeta,70.11,3,4.2,5.4
2054,Ropa,Centro,Transferencia,48.05,1,1.9,3.2
2055,Electrónica,Norte,Transferencia,46.86,5,3.5,5.4
2056,Deportes,Norte,Transferencia,40.36,2,4.5,4.5
2057,Ropa,Norte,Transferencia,44.84,1,5.4,4.9
2058,Hogar,Centro,Transferencia,61.68,1,2.3,3.8
2059,Electrónica,Centro,Transferencia,21.24,3,1.8,5.0
2060,Hogar,Centro,Transferencia,19.52,3,3.6,4.0
2061,Ropa,Sur,Débito,56.26,2,2.7,5.2
2062,Deportes,Centro,Transferencia,69.22,1,2.5,5.0
2063,Deportes,Centro,Débito,29.04,5,0.7,5.5
2064,Ropa,Norte,Transferencia,44.02,1,2.6,5.2
2065,Hogar,Centro,Tarjeta,56.88,2,4.8,4.5
2066,Deportes,Sur,Transferencia,60.68,2,3.7,5.3
2067,Hogar,Sur,Transferencia,20.2,5,2.7,2.8
2068,Deportes,Centro,Tarjeta,59.19,4,2.4,4.6
2069,Hogar,Centro,Débito,32.57,5,2.5,4.8
2070,Ropa,Centro,Transferencia,42.02,4,2.8,5.1
2071,Electrónica,Norte,Transferencia,44.49,3,1.6,3.1
2072,Hogar,Centro,Tarjeta,37.64,2,1.9,4.0
2073,Electrónica,Norte,Tarjeta,82.06,1,2.5,4.7
2074,Hogar,Sur,Débito,1.52,3,3.3,4.7
2075,Ropa,Sur,Tarjeta,59.22,3,1.3,4.6
2076,Deportes,Sur,Tarjeta,13.69,1,3.2,4.3
2077,Hogar,Norte,Débito,74.97,4,4.8,5.4
2078,Deportes,Sur,Débito,46.38,2,3.5,2.0
2079,Hogar,Norte,Débito,73.53,2,3.3,4.8
2080,Electrónica,Sur,Débito,23.11,1,2.6,4.1
2081,Ropa,Sur,Tarjeta,51.76,1,1.8,3.6
2082,Hogar,Centro,Tarjeta,9.4,2,2.8,3.7
2083,Deportes,Sur,Débito,48.5,2,3.9,3.8
2084,Deportes,Sur,Débito,42.23,5,0.2,2.6
2085,Deportes,Sur,Débito,60.16,1,3.4,4.9
2086,Deportes,Centro,Transferencia,60.02,1,3.0,5.0
2087,Deportes,Sur,Transferencia,55.43,3,3.7,3.1
2088,Electrónica,Sur,Débito,29.57,3,3.0,4.4
2089,Hogar,Sur,Transferencia,63.37,5,3.4,4.4
2090,Hogar,Sur,Débito,63.14,1,2.4,4.2
2091,Hogar,Sur,Tarjeta,38.77,4,3.3,4.6
2092,Ropa,Sur,Tarjeta,55.06,1,2.3,4.3
2093,Ropa,Norte,Transferencia,26.58,1,2.3,4.3
2094,Ropa,Norte,Débito,28.1,5,2.5,3.9
